timestamp,sensor_id,temperature,humidity,pressure
2025-06-03 09:36:54,Kaggle_Sim_B02,abc,0.51,1000.04
2025-06-03 09:54:54,Kaggle_Sim_A01,18.98,0.31,1020.61
2025-06-03 10:09:54,Kaggle_Sim_C03,17.6,0.35,983.91
2025-06-03 10:20:54,Kaggle_Sim_B02,32.23,0.85,1046.27
2025-06-03 10:29:54,Kaggle_Sim_A01,9.22,0.27,1012.51
2025-06-03 10:57:54,Kaggle_Sim_C03,6.86,0.58,1013.35
2025-06-03 11:10:54,Kaggle_Sim_A01,28.86,0.52,1014.73
2025-06-03 11:20:54,Weather_Station_Main,29.3,0.36,1011.65
2025-06-03 11:44:54,Weather_Station_Main,14.28,0.35,1038.72
2025-06-03 11:55:54,Kaggle_Sim_A01,-2.45,0.45,992.66
2025-06-03 12:11:54,Kaggle_Sim_C03,5.97,0.27,1048.24
NOT_A_VALID_TIMESTAMP,Kaggle_Sim_A01,30.96,0.45,1040.95
2025-06-03 12:51:54,Kaggle_Sim_B02,3.1,0.8,1021.52
2025-06-03 13:02:54,Weather_Station_Main,12.59,0.88,1003.41
2025-06-03 13:10:54,Kaggle_Sim_B02,14.2,0.46,994.27
NOT_A_VALID_TIMESTAMP,Weather_Station_Main,-0.71,0.37,1034.89
2025-06-03 13:37:54,Weather_Station_Main,-3.81,0.28,990.08
2025-06-03 14:03:54,Kaggle_Sim_A01,7.13,0.4,1034.83
2025-06-03 14:09:54,Kaggle_Sim_A01,28.48,0.25,996.67
2025-06-03 14:24:54,Kaggle_Sim_A01,-4.55,0.47,985.62
