timestamp,sensor_id,temperature,humidity,pressure
2025-05-24 10:58:54,Kaggle_Sim_C03,11.3,0.38,1039.22
Weather_Station_Main,12.76,0.32,1024.19
2025-05-24 11:41:54,Kaggle_Sim_A01,15.58,0.38,1042.95
2025-05-24 11:52:54,Kaggle_Sim_C03,15.85,0.73,1030.12
2025-05-24 12:02:54,Kaggle_Sim_A01,-0.09,0.82,1044.96
2025-05-24 12:17:54,Kaggle_Sim_A01,8.89,,1021.08
2025-05-24 12:28:54,Kaggle_Sim_B02,26.9,0.61,1022.11
2025-05-24 12:51:54,Kaggle_Sim_C03,4.29,0.37,981.41
2025-05-24 13:12:54,Kaggle_Sim_A01,2.58,0.95,1014.66
2025-05-24 13:17:54,Weather_Station_Main,31.66,0.91,1048.01
2025-05-24 13:46:54,Kaggle_Sim_B02,10.57,0.39,993.07
2025-05-24 13:59:54,Weather_Station_Main,0.38,0.55,999.35
2025-05-24 14:26:54,Kaggle_Sim_C03,10.81,0.84,988.39
2025-05-24 14:56:54,Kaggle_Sim_A01,27.3,0.3,1042.05
2025-05-24 15:11:54,Weather_Station_Main,25.46,0.55,1000.98
2025-05-24 15:34:54,Kaggle_Sim_A01,-2.46,0.81,1027.45
2025-05-24 15:59:54,Kaggle_Sim_B02,2.45,0.72,1031.63
2025-05-24 16:13:54,Kaggle_Sim_C03,18.05,0.95,987.9
2025-05-24 16:19:54,Kaggle_Sim_C03,-56.87,0.85,994.42
2025-05-24 16:29:54,Kaggle_Sim_B02,-0.9,,984.66
