timestamp,sensor_id,temperature,humidity,pressure
2025-06-03 08:50:54,Weather_Station_Main,24.31,0.79,1026.7
2025-06-03 09:02:54,Kaggle_Sim_B02,7.28,0.7,980.25
2025-06-03 09:28:54,Kaggle_Sim_B02,4.79,0.31,988.48
2025-06-03 09:46:54,Kaggle_Sim_B02,21.01,0.33,1005.63
2025-06-03 10:12:54,Weather_Station_Main,30.81,0.89,1003.5
2025-06-03 10:41:54,Kaggle_Sim_C03,-0.39,0.59,999.43
2025-06-03 10:54:54,Kaggle_Sim_C03,4.53,0.54,1041.87
2025-06-03 11:19:54,Weather_Station_Main,12.42,,1042.72
2025-06-03 11:31:54,Weather_Station_Main,0.36,0.84,1035.69
2025-06-03 11:40:54,Kaggle_Sim_C03,22.82,0.43,993.28
2025-06-03 12:00:54,Weather_Station_Main,25.65,0.2,1012.99
2025-06-03 12:23:54,Kaggle_Sim_C03,21.01,0.81,993.87
2025-06-03 12:32:54,Kaggle_Sim_B02,-0.88,0.33,999.21
2025-06-03 12:40:54,Kaggle_Sim_B02,22.9,0.95,986.67
2025-06-03 12:48:54,Weather_Station_Main,13.73,0.93,988.62
2025-06-03 12:57:54,Kaggle_Sim_C03,5.0,0.7,1028.52
2025-06-03 13:24:54,Kaggle_Sim_B02,6.86,0.5,1005.32
2025-06-03 13:43:54,Weather_Station_Main,14.16,0.31,1041.82
2025-06-03 14:02:54,Kaggle_Sim_C03,0.43,0.57,1028.73
2025-06-03 14:26:54,Weather_Station_Main,5.31,0.49,1047.96
