timestamp,sensor_id,temperature,humidity,pressure
2006-03-31 22:00:00,Kaggle_Weather_01,9.47222222222222,0.89,1015.13
2006-03-31 23:00:00,Kaggle_Weather_02,9.355555555555558,0.86,1015.63
2006-04-01 00:00:00,Kaggle_Weather_03,9.377777777777778,0.89,1015.94
2006-04-01 01:00:00,Kaggle_Weather_01,8.28888888888889,0.83,1016.41
2006-04-01 02:00:00,Kaggle_Weather_02,8.755555555555553,0.83,1016.51
2006-04-01 03:00:00,Kaggle_Weather_03,9.22222222222222,0.85,1016.66
2006-04-01 04:00:00,Kaggle_Weather_01,7.733333333333334,0.95,1016.72
2006-04-01 05:00:00,Kaggle_Weather_02,8.77222222222222,0.89,1016.84
2006-04-01 06:00:00,Kaggle_Weather_03,10.82222222222222,0.82,1017.37
2006-04-01 07:00:00,Kaggle_Weather_01,13.77222222222222,0.72,1017.22
2006-04-01 08:00:00,Kaggle_Weather_02,16.016666666666666,0.67,1017.42
2006-04-01 09:00:00,Kaggle_Weather_03,17.144444444444446,0.54,1017.74
2006-04-01 10:00:00,Kaggle_Weather_01,17.800000000000004,0.55,1017.59
2006-04-01 11:00:00,Kaggle_Weather_02,17.333333333333332,0.51,1017.48
2006-04-01 12:00:00,Kaggle_Weather_03,18.87777777777778,0.47,1017.17
2006-04-01 13:00:00,Kaggle_Weather_01,18.911111111111115,0.46,1016.47
2006-04-01 14:00:00,Kaggle_Weather_02,15.38888888888889,0.6,1016.15
2006-04-01 15:00:00,Kaggle_Weather_03,15.550000000000002,0.63,1016.17
2006-04-01 16:00:00,Kaggle_Weather_01,14.255555555555553,0.69,1015.82
2006-04-01 17:00:00,Kaggle_Weather_02,13.144444444444442,0.7,1015.83
2006-04-01 18:00:00,Kaggle_Weather_03,11.55,0.77,1015.85
2006-04-01 19:00:00,Kaggle_Weather_01,11.183333333333334,0.76,1015.77
2006-04-01 20:00:00,Kaggle_Weather_02,10.116666666666667,0.79,1015.4
2006-04-01 21:00:00,Kaggle_Weather_03,10.2,0.77,1015.51
2006-04-09 22:00:00,Kaggle_Weather_01,10.42222222222222,0.62,1014.4
2006-04-09 23:00:00,Kaggle_Weather_02,9.911111111111111,0.66,1014.2
2006-04-10 00:00:00,Kaggle_Weather_03,11.183333333333334,0.8,1008.71
2006-04-10 01:00:00,Kaggle_Weather_01,7.155555555555556,0.79,1014.47
2006-04-10 02:00:00,Kaggle_Weather_02,6.111111111111111,0.82,1014.45
2006-04-10 03:00:00,Kaggle_Weather_03,6.788888888888888,0.83,1014.49
2006-04-10 04:00:00,Kaggle_Weather_01,7.26111111111111,0.85,1014.52
2006-04-10 05:00:00,Kaggle_Weather_02,7.799999999999999,0.83,1014.16
2006-04-10 06:00:00,Kaggle_Weather_03,9.872222222222224,0.78,1014.24
2006-04-10 07:00:00,Kaggle_Weather_01,12.22222222222222,0.72,1014.25
2006-04-10 08:00:00,Kaggle_Weather_02,15.094444444444449,0.61,1013.96
2006-04-10 09:00:00,Kaggle_Weather_03,17.355555555555558,0.52,1013.85
2006-04-10 10:00:00,Kaggle_Weather_01,19.00555555555555,0.46,1013.04
2006-04-10 11:00:00,Kaggle_Weather_02,20.04444444444444,0.4,1012.22
2006-04-10 12:00:00,Kaggle_Weather_03,21.05,0.4,1011.44
2006-04-10 13:00:00,Kaggle_Weather_01,21.18333333333333,0.37,1010.52
2006-04-10 14:00:00,Kaggle_Weather_02,20.11666666666666,0.4,1009.83
2006-04-10 15:00:00,Kaggle_Weather_03,20.216666666666665,0.36,1009.26
2006-04-10 16:00:00,Kaggle_Weather_01,20.0,0.43,1008.76
2006-04-10 17:00:00,Kaggle_Weather_02,17.800000000000004,0.5,1008.36
2006-04-10 18:00:00,Kaggle_Weather_03,16.06111111111111,0.53,1008.11
2006-04-10 19:00:00,Kaggle_Weather_01,15.02222222222222,0.55,1008.15
2006-04-10 20:00:00,Kaggle_Weather_02,14.422222222222224,0.58,1007.85
2006-04-10 21:00:00,Kaggle_Weather_03,14.255555555555553,0.59,1007.89
2006-04-10 22:00:00,Kaggle_Weather_01,13.77222222222222,0.6,1007.36
2006-04-10 23:00:00,Kaggle_Weather_02,13.283333333333331,0.63,1007.26
2006-04-11 00:00:00,Kaggle_Weather_03,8.633333333333333,0.87,1005.1
2006-04-11 01:00:00,Kaggle_Weather_01,11.25,0.83,1007.01
2006-04-11 02:00:00,Kaggle_Weather_02,11.183333333333334,0.89,1006.73
2006-04-11 03:00:00,Kaggle_Weather_03,10.694444444444445,0.95,1006.59
2006-04-11 04:00:00,Kaggle_Weather_01,11.11111111111111,0.93,1006.34
2006-04-11 05:00:00,Kaggle_Weather_02,11.11111111111111,0.93,1006.09
2006-04-11 06:00:00,Kaggle_Weather_03,12.166666666666666,0.82,1005.97
2006-04-11 07:00:00,Kaggle_Weather_01,12.755555555555556,0.79,1005.63
2006-04-11 08:00:00,Kaggle_Weather_02,13.838888888888889,0.84,1005.83
2006-04-11 09:00:00,Kaggle_Weather_03,16.183333333333334,0.73,1005.97
2006-04-11 10:00:00,Kaggle_Weather_01,17.516666666666666,0.67,1005.64
2006-04-11 11:00:00,Kaggle_Weather_02,17.383333333333333,0.67,1005.2
2006-04-11 12:00:00,Kaggle_Weather_03,17.36111111111111,0.71,1005.1
2006-04-11 13:00:00,Kaggle_Weather_01,17.205555555555556,0.74,1004.65
2006-04-11 14:00:00,Kaggle_Weather_02,15.633333333333333,0.81,1004.04
2006-04-11 15:00:00,Kaggle_Weather_03,13.577777777777776,0.9,1004.08
2006-04-11 16:00:00,Kaggle_Weather_01,10.911111111111111,0.86,1004.61
2006-04-11 17:00:00,Kaggle_Weather_02,8.800000000000002,0.99,1004.99
2006-04-11 18:00:00,Kaggle_Weather_03,8.961111111111112,0.93,1004.85
2006-04-11 19:00:00,Kaggle_Weather_01,8.199999999999998,0.96,1004.96
2006-04-11 20:00:00,Kaggle_Weather_02,7.688888888888891,0.96,1005.14
2006-04-11 21:00:00,Kaggle_Weather_03,7.766666666666664,0.96,1005.05
2006-04-11 22:00:00,Kaggle_Weather_01,8.199999999999998,0.96,1004.8
2006-04-11 23:00:00,Kaggle_Weather_02,8.177777777777777,0.93,1004.89
2006-04-12 00:00:00,Kaggle_Weather_03,7.311111111111109,0.82,1007.0
2006-04-12 01:00:00,Kaggle_Weather_01,7.644444444444442,0.93,1004.3
2006-04-12 02:00:00,Kaggle_Weather_02,6.622222222222224,0.93,1003.68
2006-04-12 03:00:00,Kaggle_Weather_03,6.683333333333334,0.93,1003.86
2006-04-12 04:00:00,Kaggle_Weather_01,6.0888888888888895,0.93,1003.57
2006-04-12 05:00:00,Kaggle_Weather_02,6.066666666666667,0.93,1003.96
2006-04-12 06:00:00,Kaggle_Weather_03,6.144444444444446,0.93,1004.1
2006-04-12 07:00:00,Kaggle_Weather_01,7.133333333333336,0.8,1004.26
2006-04-12 08:00:00,Kaggle_Weather_02,7.205555555555555,0.86,1004.18
