timestamp,sensor_id,temperature,humidity,pressure
2025-05-21 17:58:54,Kaggle_Sim_A01,20.57,0.59,1016.38
2025-05-21 18:18:54,Kaggle_Sim_B02,5.99,0.24,1034.47
2025-05-21 18:33:54,Kaggle_Sim_B02,22.12,0.42,1006.81
2025-05-21 18:45:54,Kaggle_Sim_A01,24.07,0.42,986.58
2025-05-21 19:11:54,Kaggle_Sim_B02,28.02,0.8,1036.12
2025-05-21 19:39:54,Kaggle_Sim_A01,33.46,0.97,993.82
2025-05-21 19:58:54,Kaggle_Sim_B02,30.81,0.93,1010.58
2025-05-21 20:09:54,Kaggle_Sim_A01,22.77,0.77,1011.88
2025-05-21 20:37:54,Kaggle_Sim_B02,5.56,0.79,1040.12
2025-05-21 20:44:54,Kaggle_Sim_A01,4.67,0.68,1021.79
2025-05-21 21:12:54,Kaggle_Sim_B02,21.66,0.43,1008.26
2025-05-21 21:41:54,Kaggle_Sim_B02,11.77,0.41,1008.67
2025-05-21 21:48:54,Kaggle_Sim_C03,22.29,0.35,1047.41
2025-05-21 22:08:54,Weather_Station_Main,31.72,0.86,1030.73
2025-05-21 22:29:54,Kaggle_Sim_C03,0.76,0.97,1047.31
2025-05-21 22:53:54,Kaggle_Sim_A01,1.42,0.24,1035.37
2025-05-21 23:15:54,Kaggle_Sim_C03,6.68,0.88,1030.95
2025-05-21 23:44:54,Weather_Station_Main,17.36,0.42,1028.09
2025-05-22 00:12:54,Kaggle_Sim_A01,0.9,0.74,997.17
2025-05-22 00:17:54,Kaggle_Sim_B02,34.6,0.77,986.64
