timestamp,sensor_id,temperature,humidity,pressure
2025-05-23 13:30:08,Kaggle_Sim_B02,18.89,0.42,983.4
2025-05-23 13:55:08,Kaggle_Sim_C03,14.95,0.44,981.61
2025-05-23 14:24:08,Kaggle_Sim_A01,19.0,0.53,1016.79
2025-05-23 14:32:08,Kaggle_Sim_A01,29.88,0.79,1016.99
2025-05-23 14:43:08,Kaggle_Sim_C03,14.24,0.31,993.91
2025-05-23 14:57:08,Kaggle_Sim_B02,22.93,0.38,1037.02
2025-05-23 15:27:08,Kaggle_Sim_A01,2.29,0.45,980.3
2025-05-23 15:42:08,Kaggle_Sim_C03,-4.73,0.95,1036.15
2025-05-23 16:09:08,Kaggle_Sim_C03,1.26,0.62,1000.28
2025-05-23 16:17:08,Weather_Station_Main,15.17,0.46,993.24
2025-05-23 16:22:08,Kaggle_Sim_C03,33.94,0.95,1034.72
2025-05-23 16:29:08,Kaggle_Sim_C03,27.38,0.39,999.99
2025-05-23 16:48:08,Kaggle_Sim_C03,28.48,0.44,987.14
2025-05-23 17:12:08,Kaggle_Sim_A01,-1.67,0.41,1041.95
2025-05-23 17:42:08,Kaggle_Sim_B02,2.18,0.37,1018.26
2025-05-23 17:51:08,Kaggle_Sim_A01,17.06,0.27,1044.24
2025-05-23 18:15:08,Kaggle_Sim_C03,16.95,0.31,1019.86
2025-05-23 18:22:08,Weather_Station_Main,11.21,0.47,1044.74
2025-05-23 18:33:08,Kaggle_Sim_C03,18.49,0.47,989.75
2025-05-23 18:58:08,Kaggle_Sim_C03,1.46,0.73,1015.64
