timestamp,sensor_id,temperature,humidity,pressure
2025-05-22 08:54:47,Weather_Station_Main,25.21,0.67,1021.26
2025-05-22 09:10:47,Kaggle_Sim_A01,26.21,0.76,1041.06
2025-05-22 09:27:47,Kaggle_Sim_A01,28.76,0.48,1013.55
2025-05-22 09:51:47,Kaggle_Sim_A01,5.96,0.56,1026.55
2025-05-22 09:58:47,Kaggle_Sim_C03,7.15,0.3,981.61
2025-05-22 10:04:47,Weather_Station_Main,19.59,0.49,1010.21
2025-05-22 10:25:47,Kaggle_Sim_C03,17.09,0.99,994.53
2025-05-22 10:51:47,Kaggle_Sim_C03,25.88,0.56,1028.86
2025-05-22 11:06:47,Kaggle_Sim_C03,20.42,0.98,996.92
2025-05-22 11:32:47,Kaggle_Sim_B02,9.57,0.84,1049.0
2025-05-22 11:49:47,Kaggle_Sim_A01,11.05,0.41,1004.82
2025-05-22 12:02:47,Weather_Station_Main,3.12,0.59,1023.04
2025-05-22 12:15:47,Kaggle_Sim_A01,17.36,0.92,982.5
2025-05-22 12:29:47,Kaggle_Sim_C03,30.47,0.88,1005.38
2025-05-22 12:50:47,Kaggle_Sim_C03,20.17,0.59,1000.09
2025-05-22 12:59:47,Kaggle_Sim_A01,29.0,0.72,1014.1
2025-05-22 13:20:47,Kaggle_Sim_C03,21.22,0.55,994.08
2025-05-22 13:41:47,Kaggle_Sim_A01,-0.02,0.98,981.64
2025-05-22 13:56:47,Kaggle_Sim_C03,21.97,0.8,994.21
2025-05-22 14:08:47,Kaggle_Sim_B02,1.83,0.51,995.89
